id,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,com.cyberpointllc.stac.sort.Sorter.quickSort,com.cyberpointllc.stac.textcrunchr.ConsoleOutputHandler.do_concludeHelper,com.cyberpointllc.stac.sort.Sorter.changingSortHelper,com.cyberpointllc.stac.textcrunchr.EnigmaProcessor.process,com.cyberpointllc.stac.textcrunchr.WordStatsProcessor.readInput,com.cyberpointllc.stac.template.TemplateEngine.replaceTagsBuilder,com.cyberpointllc.stac.sort.Sorter$SorterHelper0.getValue,com.cyberpointllc.stac.template.TemplateEngine.findTagsHelper,com.cyberpointllc.stac.host.Main.main,com.cyberpointllc.stac.textcrunchr.OutputHandlerFactory.getOutputHandler,com.cyberpointllc.stac.zipdecompression.ZipDecompressor.decompress,com.cyberpointllc.stac.textcrunchr.TextFileHandler.processFileHelper,com.cyberpointllc.stac.zipdecompression.ZipDecompressor$ZipDecompressorHelper0.getValue,com.cyberpointllc.stac.sort.Sorter.mergeHelper,com.cyberpointllc.stac.zipdecompression.ZipDecompressor.decompress_,com.cyberpointllc.stac.textcrunchr.TextMeterProcessor.process,com.cyberpointllc.stac.template.TemplateEngine.replaceTags,com.cyberpointllc.stac.textcrunchr.WordStatsProcessor.meanLen,com.cyberpointllc.stac.textcrunchr.CharacterCountProcessor.process,com.cyberpointllc.stac.textcrunchr.WordStatsProcessor.process,com.cyberpointllc.stac.textcrunchr.InputPathHandler$FileVisitor.getFilepaths,com.cyberpointllc.stac.textcrunchr.WordStatsProcessor.varLen,com.cyberpointllc.stac.sort.Sorter.merge,com.cyberpointllc.stac.textcrunchr.TextFileHandler.processFile,com.cyberpointllc.stac.zipdecompression.ZipDecompressor.processFlatFile,com.cyberpointllc.stac.host.Main.mainHelper,com.cyberpointllc.stac.zipdecompression.ZipDecompressor.randString,com.cyberpointllc.stac.textcrunchr.ConsoleOutputHandler.do_conclude,com.cyberpointllc.stac.textcrunchr.InputPathHandler$FileVisitor.visitFile,com.cyberpointllc.stac.textcrunchr.WordStatsProcessor.longest,com.cyberpointllc.stac.template.TemplateEngine.findTags,com.cyberpointllc.stac.textcrunchr.InputPathHandler.handleInputPath,com.cyberpointllc.stac.sort.Sorter.sort,com.cyberpointllc.stac.sort.Sorter.changingSort,com.cyberpointllc.stac.sort.Sorter.quickSortHelper,com.cyberpointllc.stac.textcrunchr.WordStatsProcessor.tokenize,com.cyberpointllc.stac.template.TemplateEngine.replaceTagsBuilderHelper,com.cyberpointllc.stac.sort.Sorter.qsPartition
80,5754,5591,5502,5466,5615,5533,5589,5570,5581,5512,2,1,246722,1,1,5,23793,10,1,1,1,1,1,32093,1,1,5,1,1,1,1,1,32093,1,1,1,1,1,2,1,5,1,2,2,2,1,5,21347
81,5594,5625,5849,6043,5909,7044,5551,5784,5677,6696,2,1,246722,1,1,5,24791,10,1,1,1,1,1,32262,1,1,5,1,1,1,1,1,32262,1,1,1,1,1,2,1,5,1,2,2,2,1,5,21503
82,5930,6110,5874,5805,5829,5760,5754,5591,5502,5466,2,1,246722,1,1,5,20946,10,1,1,1,1,1,32402,1,1,5,1,1,1,1,1,32402,1,1,1,1,1,2,1,5,1,2,2,2,1,5,21600
85,5322,5281,5132,5789,6070,5518,6047,5555,5468,6142,2,1,247682,1,1,5,30678,10,1,1,1,1,1,32713,1,1,5,1,1,1,1,1,32713,1,1,1,1,1,2,1,5,1,2,2,2,1,5,21786
86,5614,5743,5362,5370,5274,5360,5362,5362,5173,5267,2,1,248027,1,1,5,43819,10,1,1,1,1,1,32789,1,1,5,1,1,1,1,1,32789,1,1,1,1,1,2,1,5,1,2,2,2,1,5,21819
87,5509,5486,5312,5444,5756,5337,5341,5560,5428,5727,2,1,249752,1,1,5,41582,10,1,1,1,1,1,32904,1,1,5,1,1,1,1,1,32904,1,1,1,1,1,2,1,5,1,2,2,2,1,5,21929
88,5324,5340,5639,5758,5750,5648,5514,5257,5399,5278,2,1,253487,1,1,5,53992,10,1,1,1,1,1,33153,1,1,5,1,1,1,1,1,33153,1,1,1,1,1,2,1,5,1,2,2,2,1,5,22063
89,5372,5560,5387,5194,5396,5422,5647,5624,5618,5808,2,1,254507,1,1,5,48852,10,1,1,1,1,1,33221,1,1,5,1,1,1,1,1,33221,1,1,1,1,1,2,1,5,1,2,2,2,1,5,22167
90,7071,5974,5838,6063,7031,5856,6134,5584,5700,5655,2,1,256442,1,1,5,58481,10,1,1,1,1,1,33350,1,1,5,1,1,1,1,1,33350,1,1,1,1,1,2,1,5,1,2,2,2,1,5,22192
91,5584,5601,5543,5638,5625,5521,5583,5649,5688,5425,2,1,259247,1,1,5,49895,10,1,1,1,1,1,33537,1,1,5,1,1,1,1,1,33537,1,1,1,1,1,2,1,5,1,2,2,2,1,5,22347
92,5378,5702,5422,5434,5410,5360,5615,5700,5661,5591,2,1,260402,1,1,5,43490,10,1,1,1,1,1,33614,1,1,5,1,1,1,1,1,33614,1,1,1,1,1,2,1,5,1,2,2,2,1,5,22363
93,978828,965122,990699,1053139,1176812,1142055,1314418,1283254,966146,966618,2,1,247697,1,1,5,16384,10,1,1,1,1,1,32767,1,1,5,1,1,1,1,1,32767,1,1,1,1,1,2,1,5,1,2,2,2,1,5,32767
94,1477,1451,1639,1578,1592,1544,1493,1455,1555,1461,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
95,1605,1471,1439,1491,1456,1540,1406,1404,1421,1493,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
96,6617,6514,6461,6527,6634,6652,6482,6632,6479,6670,2,1,247712,1,1,5,24576,10,1,1,1,1,1,32768,1,1,5,1,1,1,1,1,32768,1,1,1,1,1,2,1,5,1,2,2,2,1,5,22113
97,7207,7179,7178,7286,7271,7179,7221,7242,7184,7218,2,1,283457,1,1,5,35152,10,1,1,1,1,1,35151,1,1,5,1,1,1,1,1,35151,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23451
98,7232,7159,7221,7242,7190,7168,7235,7170,7211,7273,2,1,274097,1,1,5,34528,10,1,1,1,1,1,34527,1,1,5,1,1,1,1,1,34527,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23047
99,1031388,1004982,977705,964383,1078052,960271,958631,958446,955449,960601,2,1,247697,1,1,5,16384,10,1,1,1,1,1,32767,1,1,5,1,1,1,1,1,32767,1,1,1,1,1,2,1,5,1,2,2,2,1,5,32767
100,7520,7512,7637,7510,7549,8381,7655,7544,7543,7598,2,1,274487,1,1,5,34553,10,1,1,1,1,1,34553,1,1,5,1,1,1,1,1,34553,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23033
101,7348,7282,7332,7356,7425,7316,7293,7374,7294,7246,2,1,274877,1,1,5,34580,10,1,1,1,1,1,34579,1,1,5,1,1,1,1,1,34579,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23087
102,7377,7390,7373,7376,7274,7384,7376,7279,7355,7342,2,1,275267,1,1,5,34605,10,1,1,1,1,1,34605,1,1,5,1,1,1,1,1,34605,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23019
103,7345,7235,7372,7334,7507,7486,7400,7281,7256,7299,2,1,275657,1,1,5,34632,10,1,1,1,1,1,34631,1,1,5,1,1,1,1,1,34631,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23091
104,7797,7267,7288,7321,7384,7511,7354,7305,7292,7450,2,1,276047,1,1,5,34657,10,1,1,1,1,1,34657,1,1,5,1,1,1,1,1,34657,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23163
105,7647,7773,7633,7784,7605,7608,7664,7682,7698,7543,2,1,276437,1,1,5,34684,10,1,1,1,1,1,34683,1,1,5,1,1,1,1,1,34683,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23115
106,7335,7458,7381,7461,7351,7315,7884,7572,7520,7376,2,1,276827,1,1,5,34709,10,1,1,1,1,1,34709,1,1,5,1,1,1,1,1,34709,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23153
107,7416,7279,7365,7446,7351,7376,7443,7357,7420,7525,2,1,277217,1,1,5,34736,10,1,1,1,1,1,34735,1,1,5,1,1,1,1,1,34735,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23219
108,7565,7585,7544,7552,7474,7507,7627,7513,7483,7578,2,1,277607,1,1,5,34761,10,1,1,1,1,1,34761,1,1,5,1,1,1,1,1,34761,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23095
109,963699,958875,956197,959858,954952,956053,954176,960916,962276,963712,2,1,247697,1,1,5,16384,10,1,1,1,1,1,32767,1,1,5,1,1,1,1,1,32767,1,1,1,1,1,2,1,5,1,2,2,2,1,5,32767
110,7587,7742,7657,7648,7493,7417,7567,7610,7666,7527,2,1,277997,1,1,5,34788,10,1,1,1,1,1,34787,1,1,5,1,1,1,1,1,34787,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23211
111,7237,7279,7226,7249,7264,7194,7299,7169,7281,7311,2,1,278387,1,1,5,34813,10,1,1,1,1,1,34813,1,1,5,1,1,1,1,1,34813,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23199
112,7294,7148,7211,7235,7205,7096,7144,7221,7210,7118,2,1,278777,1,1,5,34840,10,1,1,1,1,1,34839,1,1,5,1,1,1,1,1,34839,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23283
113,7272,7397,7248,7285,7275,7249,7293,7210,7220,7223,2,1,279167,1,1,5,34865,10,1,1,1,1,1,34865,1,1,5,1,1,1,1,1,34865,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23373
114,8258,7260,7353,7307,7296,7272,7265,7245,7299,7304,2,1,279557,1,1,5,34892,10,1,1,1,1,1,34891,1,1,5,1,1,1,1,1,34891,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23327
115,959395,957139,960878,959223,963339,963414,958461,957915,960243,960127,2,1,247697,1,1,5,16384,10,1,1,1,1,1,32767,1,1,5,1,1,1,1,1,32767,1,1,1,1,1,2,1,5,1,2,2,2,1,5,32767
116,7321,7277,7249,7242,7278,7435,7259,7262,7198,7387,2,1,279947,1,1,5,34917,10,1,1,1,1,1,34917,1,1,5,1,1,1,1,1,34917,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23243
117,7171,7090,7095,7112,7040,7202,7017,7170,7133,7036,2,1,280337,1,1,5,34944,10,1,1,1,1,1,34943,1,1,5,1,1,1,1,1,34943,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23315
118,7345,7594,7422,7289,7426,7391,7432,7318,7473,7232,2,1,280727,1,1,5,34969,10,1,1,1,1,1,34969,1,1,5,1,1,1,1,1,34969,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23421
119,7439,7343,7380,7434,7480,7445,7367,7334,7386,7451,2,1,281117,1,1,5,34996,10,1,1,1,1,1,34995,1,1,5,1,1,1,1,1,34995,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23387
120,1483,1442,1405,1500,1468,1451,1404,1420,1448,1461,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
121,7394,7244,7224,7284,7265,7369,7350,7217,8047,7296,2,1,281507,1,1,5,35021,10,1,1,1,1,1,35021,1,1,5,1,1,1,1,1,35021,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23443
122,7262,7382,7451,7425,7419,7233,7373,7483,7394,7335,2,1,281897,1,1,5,35048,10,1,1,1,1,1,35047,1,1,5,1,1,1,1,1,35047,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23315
123,960616,963008,961064,970864,961373,961954,955642,963022,965984,989172,2,1,247697,1,1,5,16384,10,1,1,1,1,1,32767,1,1,5,1,1,1,1,1,32767,1,1,1,1,1,2,1,5,1,2,2,2,1,5,32767
124,7774,7728,7713,7713,7736,7709,7733,7747,7940,7445,2,1,282287,1,1,5,35073,10,1,1,1,1,1,35073,1,1,5,1,1,1,1,1,35073,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23373
125,7871,8592,7783,7752,7595,7736,7687,7781,7750,7704,2,1,282677,1,1,5,35100,10,1,1,1,1,1,35099,1,1,5,1,1,1,1,1,35099,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23363
126,7831,8258,8152,7968,7948,7900,7979,8080,7797,8402,2,1,283067,1,1,5,35125,10,1,1,1,1,1,35125,1,1,5,1,1,1,1,1,35125,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23439
127,7670,8291,8618,7890,7185,7683,8282,7509,7964,8069,2,1,283457,1,1,5,35152,10,1,1,1,1,1,35151,1,1,5,1,1,1,1,1,35151,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23451
128,1590,1536,1542,1568,1541,1563,1534,1561,1583,1589,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
129,7911,7820,7763,7917,7962,7464,8997,9147,7644,7240,2,1,283457,1,1,5,35152,10,1,1,1,1,1,35151,1,1,5,1,1,1,1,1,35151,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23451
130,6871,6602,6068,5796,5649,5806,5745,5573,5672,5772,2,1,246722,1,1,5,15548,10,1,1,1,1,1,31095,1,1,5,1,1,1,1,1,31095,1,1,1,1,1,2,1,5,1,2,2,2,1,5,20699
131,5895,6476,5776,5760,5704,5784,5750,5831,5738,5664,2,1,246722,1,1,5,15886,10,1,1,1,1,1,31771,1,1,5,1,1,1,1,1,31771,1,1,1,1,1,2,1,5,1,2,2,2,1,5,21301
132,5799,5858,5848,6163,6870,7344,6425,6802,6340,6324,2,1,246722,1,1,5,16224,10,1,1,1,1,1,32447,1,1,5,1,1,1,1,1,32447,1,1,1,1,1,2,1,5,1,2,2,2,1,5,21673
133,7510,7437,7484,7320,7263,7434,7475,7596,7428,7511,2,1,253037,1,1,5,33124,10,1,1,1,1,1,33123,1,1,5,1,1,1,1,1,33123,1,1,1,1,1,2,1,5,1,2,2,2,1,5,22143
134,7315,7134,7288,7612,7417,7317,7345,7233,7732,9797,2,1,263177,1,1,5,33800,10,1,1,1,1,1,33799,1,1,5,1,1,1,1,1,33799,1,1,1,1,1,2,1,5,1,2,2,2,1,5,22555
135,7815,7741,8519,7963,7923,7574,7697,7641,7659,8446,2,1,273317,1,1,5,34476,10,1,1,1,1,1,34475,1,1,5,1,1,1,1,1,34475,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23003
136,7593,7458,7456,7428,8034,7488,7476,7833,7831,7758,2,1,283457,1,1,5,35152,10,1,1,1,1,1,35151,1,1,5,1,1,1,1,1,35151,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23451
137,5587,5501,5526,5492,6608,6915,5534,5935,5530,5382,2,1,246722,1,1,5,15210,10,1,1,1,1,1,30419,1,1,5,1,1,1,1,1,30419,1,1,1,1,1,2,1,5,1,2,2,2,1,5,20384
138,1057946,1043436,1049225,1062166,1067392,1068171,982305,1029388,1024214,998818,2,1,247697,1,1,5,16384,10,1,1,1,1,1,32767,1,1,5,1,1,1,1,1,32767,1,1,1,1,1,2,1,5,1,2,2,2,1,5,32767
139,5325,5284,5215,5273,5276,5288,5238,5341,5284,5343,2,1,246722,1,1,5,15548,10,1,1,1,1,1,31095,1,1,5,1,1,1,1,1,31095,1,1,1,1,1,2,1,5,1,2,2,2,1,5,20656
140,1511,1384,1556,1476,1443,1469,1434,1447,1455,1463,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
141,5317,5340,5308,5307,5334,5448,5418,5366,5344,5426,2,1,246722,1,1,5,15886,10,1,1,1,1,1,31771,1,1,5,1,1,1,1,1,31771,1,1,1,1,1,2,1,5,1,2,2,2,1,5,21168
142,5435,5492,5450,5433,5430,5383,5457,5464,5581,5821,2,1,246722,1,1,5,16224,10,1,1,1,1,1,32447,1,1,5,1,1,1,1,1,32447,1,1,1,1,1,2,1,5,1,2,2,2,1,5,21634
143,5676,5625,5625,5518,5583,5480,5523,5609,5527,5797,2,1,253037,1,1,5,33124,10,1,1,1,1,1,33123,1,1,5,1,1,1,1,1,33123,1,1,1,1,1,2,1,5,1,2,2,2,1,5,22144
144,5645,5643,5702,5785,5685,5603,5727,5904,5750,5657,2,1,263177,1,1,5,33800,10,1,1,1,1,1,33799,1,1,5,1,1,1,1,1,33799,1,1,1,1,1,2,1,5,1,2,2,2,1,5,22608
145,5673,5774,5776,5725,5752,5802,5758,5773,5889,5766,2,1,273317,1,1,5,34476,10,1,1,1,1,1,34475,1,1,5,1,1,1,1,1,34475,1,1,1,1,1,2,1,5,1,2,2,2,1,5,22892
146,5868,5875,5847,5888,5792,5886,6193,6003,5838,5860,2,1,283457,1,1,5,35152,10,1,1,1,1,1,35151,1,1,5,1,1,1,1,1,35151,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23480
147,5360,5236,5343,5318,5367,5448,5436,5423,5388,5332,2,1,246722,1,1,5,15886,10,1,1,1,1,1,31771,1,1,5,1,1,1,1,1,31771,1,1,1,1,1,2,1,5,1,2,2,2,1,5,21168
148,5428,5459,5780,5413,5416,5435,5427,5404,5425,5479,2,1,246722,1,1,5,16224,10,1,1,1,1,1,32447,1,1,5,1,1,1,1,1,32447,1,1,1,1,1,2,1,5,1,2,2,2,1,5,21634
149,964149,965771,1016837,973020,950197,944871,943072,947137,945132,942966,2,1,247697,1,1,5,16384,10,1,1,1,1,1,32767,1,1,5,1,1,1,1,1,32767,1,1,1,1,1,2,1,5,1,2,2,2,1,5,32767
150,1424,1481,1456,1493,1418,1457,1428,1380,1447,1478,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
151,5929,5467,5439,5586,6097,5573,5501,5507,5629,5645,2,1,253037,1,1,5,33124,10,1,1,1,1,1,33123,1,1,5,1,1,1,1,1,33123,1,1,1,1,1,2,1,5,1,2,2,2,1,5,22144
152,5641,5702,5538,5627,5491,5653,5621,5693,5672,5640,2,1,263177,1,1,5,33800,10,1,1,1,1,1,33799,1,1,5,1,1,1,1,1,33799,1,1,1,1,1,2,1,5,1,2,2,2,1,5,22608
153,5725,5780,5646,5740,5636,5805,5690,5656,5633,5700,2,1,273317,1,1,5,34476,10,1,1,1,1,1,34475,1,1,5,1,1,1,1,1,34475,1,1,1,1,1,2,1,5,1,2,2,2,1,5,22892
154,5824,5794,5804,5850,5874,5911,5902,5827,5879,5813,2,1,283457,1,1,5,35152,10,1,1,1,1,1,35151,1,1,5,1,1,1,1,1,35151,1,1,1,1,1,2,1,5,1,2,2,2,1,5,23480
155,1378,1421,1429,1389,1425,1435,1393,1439,1414,1402,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
156,942386,946753,944572,946379,947745,943374,944065,944993,943558,943261,2,1,247697,1,1,5,16384,10,1,1,1,1,1,32767,1,1,5,1,1,1,1,1,32767,1,1,1,1,1,2,1,5,1,2,2,2,1,5,32767
157,1443,1406,1584,1579,1431,1516,1442,1380,1465,1553,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
158,973325,1027715,1009200,989277,1024292,1055314,993757,1056887,952825,953631,2,1,247697,1,1,5,16384,10,1,1,1,1,1,32767,1,1,5,1,1,1,1,1,32767,1,1,1,1,1,2,1,5,1,2,2,2,1,5,32767
159,1539,1538,1493,1488,1471,1450,1513,1484,1497,1454,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
160,1442,1492,1442,1401,1388,1445,1420,1436,1492,1392,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
161,1547,1433,1454,1392,1376,1478,1439,1459,1567,1546,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
162,953489,954420,951374,948083,944863,952077,948063,947330,953845,950676,2,1,247697,1,1,5,16384,10,1,1,1,1,1,32767,1,1,5,1,1,1,1,1,32767,1,1,1,1,1,2,1,5,1,2,2,2,1,5,32767
163,1466,1413,1464,1416,1442,1400,1556,1780,1520,1404,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
164,1513,1436,1513,1504,1404,1436,1473,1380,1518,1450,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
165,5688,5528,5575,6238,5514,5450,5683,5546,5692,5544,2,1,253037,1,1,5,33124,10,1,1,1,1,1,33123,1,1,5,1,1,1,1,1,33123,1,1,1,1,1,2,1,5,1,2,2,2,1,5,22144
166,1448,1404,1402,1396,1455,1517,1422,1419,1486,1406,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
167,5465,5581,5406,5409,5498,5429,5410,5357,5412,5361,2,1,246722,1,1,5,16224,10,1,1,1,1,1,32447,1,1,5,1,1,1,1,1,32447,1,1,1,1,1,2,1,5,1,2,2,2,1,5,21634
168,957556,953462,951241,956542,954323,960667,952492,954157,949875,949476,2,1,247697,1,1,5,16384,10,1,1,1,1,1,32767,1,1,5,1,1,1,1,1,32767,1,1,1,1,1,2,1,5,1,2,2,2,1,5,32767
169,5879,5859,5784,5752,5927,5777,5775,5852,5834,5829,2,1,247712,1,1,5,24578,10,1,1,1,1,1,32768,1,1,5,1,1,1,1,1,32768,1,1,1,1,1,2,1,5,1,2,2,2,1,5,22088
170,1593,1511,1401,1479,1410,1455,1418,1515,1405,1408,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
171,1484,1449,1430,1493,1419,1523,1430,1497,1598,1421,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
172,5063,5610,5069,4962,5065,5053,5108,4986,5106,4916,2,1,246722,1,1,5,21573,10,1,1,1,1,1,31933,1,1,5,1,1,1,1,1,31933,1,1,1,1,1,2,1,5,1,2,2,2,1,5,21286
173,5099,4998,5099,5002,5040,5092,5073,5028,5061,5066,2,1,246722,1,1,5,23793,10,1,1,1,1,1,32093,1,1,5,1,1,1,1,1,32093,1,1,1,1,1,2,1,5,1,2,2,2,1,5,21347
174,5125,5143,5139,5047,5138,5214,5142,5207,5081,5114,2,1,246722,1,1,5,24791,10,1,1,1,1,1,32262,1,1,5,1,1,1,1,1,32262,1,1,1,1,1,2,1,5,1,2,2,2,1,5,21503
175,5103,5140,5096,5134,5055,5050,5143,5088,5147,5183,2,1,246722,1,1,5,20946,10,1,1,1,1,1,32402,1,1,5,1,1,1,1,1,32402,1,1,1,1,1,2,1,5,1,2,2,2,1,5,21600
176,5132,5200,5136,5124,5067,5165,5170,5141,5068,5153,2,1,246722,1,1,5,17459,10,1,1,1,1,1,32535,1,1,5,1,1,1,1,1,32535,1,1,1,1,1,2,1,5,1,2,2,2,1,5,21691
177,945372,944514,949607,948590,949217,950539,948481,951223,948177,947776,2,1,247697,1,1,5,16384,10,1,1,1,1,1,32767,1,1,5,1,1,1,1,1,32767,1,1,1,1,1,2,1,5,1,2,2,2,1,5,32767
178,954413,949121,948703,2333045,1200466,1262033,1153872,1924100,1067107,1085656,2,1,247697,1,1,5,16384,10,1,1,1,1,1,32767,1,1,5,1,1,1,1,1,32767,1,1,1,1,1,2,1,5,1,2,2,2,1,5,32767
179,1105711,1103225,1064748,1058782,1064004,1092875,1032372,1026224,1033157,1034755,2,1,247697,1,1,5,16384,10,1,1,1,1,1,32767,1,1,5,1,1,1,1,1,32767,1,1,1,1,1,2,1,5,1,2,2,2,1,5,32767
181,1424,1481,1456,1493,1418,1457,1428,1380,1447,1478,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
182,1525,1643,1606,1577,1613,1458,1462,1498,1435,1496,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
183,1484,1449,1430,1493,1419,1523,1430,1497,1598,1421,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
184,1378,1421,1429,1389,1425,1435,1393,1439,1414,1402,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
185,1511,1384,1556,1476,1443,1469,1434,1447,1455,1463,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
186,1477,1451,1639,1578,1592,1544,1493,1455,1555,1461,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
187,1593,1511,1401,1479,1410,1455,1418,1515,1405,1408,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
188,1477,1451,1639,1578,1592,1544,1493,1455,1555,1461,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
189,1605,1471,1439,1491,1456,1540,1406,1404,1421,1493,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
190,1483,1442,1405,1500,1468,1451,1404,1420,1448,1461,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
191,1403,1405,1476,1411,1351,1427,1388,1508,1499,1471,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
192,1609,1423,1423,1386,1539,1482,1576,1409,1418,1434,2,1,2,1,1,5,0,10,1,1,1,1,1,0,1,1,5,1,1,1,1,1,0,1,1,1,1,1,2,1,5,1,2,2,2,1,5,0
